name,Sample_Date,Latitude,Longitude,Spatial_Uncertainty,bio01,bio02,bio03,bio04,bio05,bio06,bio07,bio08,bio09,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,grtgroup,soil pH in H20 at 0 cm,soil pH in H20 at 10 cm,soil pH in H20 at 30 cm,soil pH in H20 at 60 cm,soil pH in H20 at 100 cm,soil pH in H20 at 200 cm,soil organic carbon at 0 cm,soil organic carbon at 10 cm,soil organic carbon at 30 cm,soil organic carbon at 60 cm,soil organic carbon at 100 cm,soil organic carbon at 200 cm,soil sand at 0 cm,soil sand at 10 cm,soil sand at 30 cm,soil sand at 60 cm,soil sand at 100 cm,soil sand at 200 cm,soil clay at 0 cm,soil clay at 10 cm,soil clay at 30 cm,soil clay at 60 cm,soil clay at 100 cm,soil clay at 200 cm,soil bulk density at 0 cm,soil bulk density at 10 cm,soil bulk density at 30 cm,soil bulk density at 60 cm,soil bulk density at 100 cm,soil bulk density at 200 cm,soil texture class at 0 cm,soil texture class at 10 cm,soil texture class at 30 cm,soil texture class at 60 cm,soil texture class at 100 cm,soil texture class at 200 cm,Percent volume soil water content at 0 cm,Percent volume soil water content at 10 cm,Percent volume soil water content at 30 cm,Percent volume soil water content at 60 cm,Percent volume soil water content at 100 cm,Percent volume soil water content at 200 cm,elevation,slope,aspect,gHM,NDVI,EVI,NBRT,greenness,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B10,B11,B12,total population per hectare,total male population age 0 to 1 per hectare,total male population age 1 to 4 per hectare,total male population age 5 to 9 per hectare,total male population age 10 to 14 per hectare,total male population age 15 to 19 per hectare,total male population age 20 to 24 per hectare,total male population age 25 to 29 per hectare,total male population age 30 to 34 per hectare,total male population age 35 to 39 per hectare,total male population age 40 to 44 per hectare,total male population age 45 to 49 per hectare,total male population age 50 to 54 per hectare,total male population age 55 to 59 per hectare,total male population age 60 to 64 per hectare,total male population age 65 to 65 per hectare,total male population age 70 to 74 per hectare,total male population age 75 to 79 per hectare,total male population age 80 to 84 per hectare,total female population age 0 to 1 per hectare,total female population age 1 to 4 per hectare,total female population age 5 to 9 per hectare,total female population age 10 to 14 per hectare,total female population age 15 to 19 per hectare,total female population age 20 to 24 per hectare,total female population age 25 to 29 per hectare,total female population age 30 to 34 per hectare,total female population age 35 to 39 per hectare,total female population age 40 to 44 per hectare,total female population age 45 to 49 per hectare,total female population age 50 to 54 per hectare,total female population age 55 to 59 per hectare,total female population age 60 to 64 per hectare,total female population age 65 to 65 per hectare,total female population age 70 to 74 per hectare,total female population age 75 to 79 per hectare,total female population age 80 to 84 per hectare,biome_type,Terrestrial travel speed,Walking speed,Average_Radiance,Continuous Heat Insolation Load Index,Landform,FAPAR January,FAPAR February,FAPAR March,FAPAR April,FAPAR May,FAPAR June,FAPAR July,FAPAR August,FAPAR September,FAPAR October,FAPAR November,FAPAR December,FAPAR Annual,FAPAR Annual difference,January rainfall,February rainfall,March rainfall,April rainfall,May rainfall,June rainfall,July rainfall,August rainfall,September rainfall,October rainfall,November rainfall,December rainfall,ECO_NAME,REALM,HYBAS_ID,SUB_AREA,UP_AREA,ENDO,COAST,ORDER,WDPAID,WDPA_PID,DESIG_ENG,IUCN_CAT,MARINE,REP_AREA,STATUS_YR,GOV_TYPE,drifting_longlines,fixed_gear,other_fishing,purse_seines,squid_jigger,trawlers,Chlorophyll a concentration,Particulate organic carbon,Remote sensing reflectance at band 412nm,Remote sensing reflectance at band 443nm,Remote sensing reflectance at band 469nm,Remote sensing reflectance at band 488nm,Remote sensing reflectance at band 531nm,Remote sensing reflectance at band 547nm,Remote sensing reflectance at band 555nm,Remote sensing reflectance at band 645nm,Remote sensing reflectance at band 667nm,Remote sensing reflectance at band 678nm,Sea water temperature at a depth of 0m,salinity units at depth of 0m,Sea water temperature at a depth of 2m,salinity units at depth of 2m,Sea water temperature at a depth of 4m,salinity units at depth of 4m,Sea water temperature at a depth of 6m,salinity units at depth of 6m,Sea water temperature at a depth of 8m,salinity units at depth of 8m,Sea water temperature at a depth of 10m,salinity units at depth of 10m,Sea water temperature at a depth of 12m,salinity units at depth of 12m,Sea water temperature at a depth of 15m,salinity units at depth of 15m,Sea water temperature at a depth of 20m,salinity units at depth of 20m,Sea water temperature at a depth of 25m,salinity units at depth of 25m,Sea water temperature at a depth of 30m,salinity units at depth of 30m,Sea water temperature at a depth of 35m,salinity units at depth of 35m,Sea water temperature at a depth of 40m,salinity units at depth of 40m,Sea water temperature at a depth of 45m,salinity units at depth of 45m,Sea water temperature at a depth of 50m,salinity units at depth of 50m,Sea water temperature at a depth of 60m,salinity units at depth of 60m,Sea water temperature at a depth of 70m,salinity units at depth of 70m,Sea water temperature at a depth of 80m,salinity units at depth of 80m,Sea water temperature at a depth of 90m,salinity units at depth of 90m,Sea water temperature at a depth of 100m,salinity units at depth of 100m,Sea water temperature at a depth of 125m,salinity units at depth of 125m,Sea water temperature at a depth of 150m,salinity units at depth of 150m,Sea water temperature at a depth of 200m,salinity units at depth of 200m,Sea water temperature at a depth of 250m,salinity units at depth of 250m,Sea water temperature at a depth of 300m,salinity units at depth of 300m,Sea water temperature at a depth of 350m,salinity units at depth of 350m,Sea water temperature at a depth of 400m,salinity units at depth of 400m,Sea water temperature at a depth of 500m,salinity units at depth of 500m,Sea water temperature at a depth of 600m,salinity units at depth of 600m,Sea water temperature at a depth of 700m,salinity units at depth of 700m,Sea water temperature at a depth of 800m,salinity units at depth of 800m,Sea water temperature at a depth of 900m,salinity units at depth of 900m,Sea water temperature at a depth of 1000m,salinity units at depth of 1000m,Sea water temperature at a depth of 1250m,salinity units at depth of 1250m,Sea water temperature at a depth of 1500m,salinity units at depth of 1500m,Sea water temperature at a depth of 2000m,salinity units at depth of 2000m,Sea water temperature at a depth of 2500m,salinity units at depth of 2500m,Sea water temperature at a depth of 3000m,salinity units at depth of 3000m,Sea water temperature at a depth of 4000m,salinity units at depth of 4000m,Sea water temperature at a depth of 5000m,salinity units at depth of 5000m
N_100_35,2023-06-21 00:00:00,63.3181064433345,-78.0052843394733,30,-9.600000381469727,6.5,16,112.44999694824219,9.600000381469727,-29.200000762939453,38.79999923706055,0.5,-24.399999618530273,4,-24.399999618530273,304,42,12,41,118,40,100,40,159,6.400000095367432,6.300000190734863,6.300000190734863,6.400000095367432,6.5,6.599999904632568,2.5999999046325684,1.7999999523162842,0.4000000059604645,0,0,0,47,46,46,47,47,49,17,18,17,18,18,18,7.5,10.899999618530273,11.600000381469727,12.600000381469727,12.800000190734863,13.199999809265137,7,7,7,7,7,7,40,39,36,34,31,32,,-999999,-999999,0,,,,,0.9875500202178955,0.9509000182151794,0.8531000018119812,0.9215499758720398,0.9408000111579895,0.9415500164031982,0.9235000014305115,0.8877000212669373,0.9010499715805054,0.5441499948501587,0.10719999670982361,0.19875000417232513,0.19859999418258667,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,30,0.012902372516691685,0.012902372516691685,0,-999999,22,56,56,55,58,36,52,99,101,72,54,55,57,63,22,7,6,7,9,10,21,35,50,36,24,16,9,Canadian Middle Arctic Tundra,Nearctic,8090044380,1400.2,1400.2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
N_100_1,2023-06-21 00:00:00,64.3775954619024,-73.8026227469187,30,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,251,7.199999809265137,7.199999809265137,7.300000190734863,7.5,7.800000190734863,7.900000095367432,5.400000095367432,4.800000190734863,3.5999999046325684,3.5999999046325684,3.200000047683716,3.799999952316284,48,48,49,49,47,48,22,22,22,23,24,24,9.800000190734863,10.899999618530273,11.800000190734863,11.600000381469727,10.199999809265137,10.5,7,7,7,7,7,7,52,51,49,41,38,38,,-999999,-999999,0.026459621265530586,,,,,0.8960999846458435,0.8414999842643738,0.7585999965667725,0.7847999930381775,0.7893999814987183,0.7960000038146973,0.800000011920929,0.7472000122070312,0.7821000218391418,0.35920000076293945,0.1023000031709671,0.19900000095367432,0.19750000536441803,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,30,0.003160000080242753,0.012720131315290928,0,-999999,-999999,55,55,50,54,38,58,91,87,81,65,57,56,62,15,5,4,5,7,9,21,33,56,24,18,11,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
N_100_45,2023-06-21 00:00:00,54.2201409176874,-105.259985869299,30,-1.100000023841858,11.800000190734863,23,131.05999755859375,22.399999618530273,-27.100000381469727,49.5,14.600000381469727,-16.5,14.600000381469727,-18.899999618530273,497,81,18,50,221,66,221,66,251,5.900000095367432,5.900000095367432,6.099999904632568,6.400000095367432,6.599999904632568,6.800000190734863,5.800000190734863,4.400000095367432,2.799999952316284,2.5999999046325684,2.4000000953674316,2.4000000953674316,50,50,50,52,52,54,15,15,17,18,17,17,12.300000190734863,14.100000381469727,15.300000190734863,16.5,17.299999237060547,17.600000381469727,7,7,7,7,9,9,25,23,21,17,17,17,601,1.0675098896026611,330.31201171875,0.00517356488853693,,,,,0.3395000100135803,0.3109000027179718,0.2709999978542328,0.24719999730587006,0.25380000472068787,0.28279998898506165,0.28790000081062317,0.27549999952316284,0.28279998898506165,0.1923000067472458,0.10180000215768814,0.1388999968767166,0.12470000237226486,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,0.019604474306106567,0.019604474306106567,6.039999961853027,145,24,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-32768,-32768,13,9,13,21,43,76,92,65,50,28,16,14,Mid-Canada Boreal Plains forests,Nearctic,7090164650,360.4,360.5,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
N_100_14,2023-06-21 00:00:00,68.1665339804193,-84.6689233689379,30,-13.899999618530273,6.800000190734863,15,132.00999450683594,9.800000190734863,-34.79999923706055,44.599998474121094,2.700000047683716,-29.700000762939453,3.5999999046325684,-29.700000762939453,211,44,4,70,107,14,90,14,168,6.400000095367432,6.400000095367432,6.599999904632568,6.699999809265137,6.800000190734863,6.800000190734863,2.4000000953674316,1.399999976158142,0.20000000298023224,0,0,0,52,51,51,51,53,54,14,14,15,15,15,16,8.300000190734863,12,12.699999809265137,13.899999618530273,14.199999809265137,14.399999618530273,7,7,7,7,9,9,49,48,46,41,37,37,,-999999,-999999,1.9915278315352225e-08,,,,,0.9557999968528748,0.8985000252723694,0.8141000270843506,0.8522999882698059,0.8646000027656555,0.8600000143051147,0.8518000245094299,0.8129000067710876,0.8328999876976013,0.4715999960899353,0.10400000214576721,0.19679999351501465,0.20020000636577606,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,30,0.013997756876051426,0.013997756876051426,0,-999999,22,51,52,48,52,39,39,90,74,56,54,52,51,55,13,3,2,3,5,8,13,34,38,19,12,6,3,Canadian Middle Arctic Tundra,Nearctic,8090110210,757.2,757.2,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
N_100_40,2023-06-21 00:00:00,55.6801565957846,-96.4647085907361,30,-3.299999952316284,11.100000381469727,21,141.9199981689453,22.100000381469727,-29.899999618530273,52,14,-19.899999618530273,14,-22.5,491,76,17,48,208,58,208,62,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,194,0.9274099469184875,0,0,,,,,0.7753999829292297,0.7289000153541565,0.6589999794960022,0.7214999794960022,0.7621999979019165,0.7717999815940857,0.7544000148773193,0.7285000085830688,0.7519000172615051,0.4666999876499176,0.1031000018119812,0.14020000398159027,0.13500000536441803,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,0.01859980821609497,0.01859980821609497,0,143,41,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-32768,-32768,11,9,12,18,39,65,90,76,62,36,20,13,Midwest Canadian Shield forests,Nearctic,7090140540,200.2,200.2,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
N_100_50,2023-06-21 00:00:00,39.1774153111227,-85.4904774988779,30,11.5,12,32,89.69999694824219,29.899999618530273,-7.099999904632568,37,11.300000190734863,-0.6000000238418579,22.600000381469727,-0.6000000238418579,1083,119,67,18,326,223,299,223,18,6.400000095367432,6.300000190734863,6.099999904632568,6.099999904632568,6.199999809265137,6.5,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.20000000298023224,0.20000000298023224,0,17,17,16,16,19,24,18,18,23,29,31,32,15,15,15.5,16.399999618530273,16.799999237060547,16.899999618530273,8,8,8,5,5,4,23,23,24,24,22,22,259,0.6183032989501953,180,0.5827853679656982,,,,,0.26489999890327454,0.24950000643730164,0.2540999948978424,0.26989999413490295,0.3057999908924103,0.36500000953674316,0.3968999981880188,0.3919000029563904,0.4255000054836273,0.21299999952316284,0.10300000011920929,0.4424999952316284,0.34220001101493835,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,13,0.0014912945916876197,0.012000000104308128,0.5899999737739563,203,31,76,75,80,114,164,183,183,181,170,132,85,78,127,38,79,77,104,129,122,111,112,82,78,80,90,88,Southern Great Lakes forests,Nearctic,7090563260,665.5,665.5,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
N_100_34,2023-06-21 00:00:00,67.6998593720259,-135.344800930297,30,-8.5,9,17,154.60000610351562,19.200000762939453,-32.70000076293945,51.900001525878906,2.5,-11.100000381469727,12.100000381469727,-26.899999618530273,278,41,13,39,109,42,91,50,251,5.300000190734863,5.300000190734863,5.599999904632568,5.699999809265137,5.800000190734863,5.900000095367432,6.599999904632568,6,5,4.599999904632568,4.599999904632568,5,38,37,39,40,41,43,18,19,18,19,19,20,7.699999809265137,9.899999618530273,11.800000190734863,12.600000381469727,12.300000190734863,12.800000190734863,7,7,7,7,7,7,43,39,36,34,34,33,,-999999,-999999,8.269363206636626e-06,,,,,0.76705002784729,0.7519000172615051,0.6556000113487244,0.739549994468689,0.7766000032424927,0.797249972820282,0.8005499839782715,0.7646999955177307,0.7875499725341797,0.4060499966144562,0.1034500002861023,0.2273000031709671,0.1996999979019165,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,15,0.014578537084162235,0.014578537084162235,0,-999999,22,77,83,80,44,78,133,144,138,95,92,82,77,94,-48,8,7,9,8,13,30,47,46,26,19,14,10,Ogilvie-MacKenzie alpine tundra,Nearctic,8090116070,377.4,377.9,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
N_100_29,2023-06-21 00:00:00,63.0684501888527,-124.989403339294,30,-6.099999904632568,10.199999809265137,19,148.86000061035156,20.5,-31.200000762939453,51.70000076293945,12.5,-15.399999618530273,12.5,-25.200000762939453,405,62,17,46,174,57,174,60,251,5.199999809265137,5.199999809265137,5.5,5.699999809265137,5.699999809265137,5.800000190734863,3.200000047683716,2.4000000953674316,0.6000000238418579,0.4000000059604645,0.4000000059604645,0.20000000298023224,41,40,42,43,44,45,15,16,16,15,15,15,8.800000190734863,10.899999618530273,12.5,13.899999618530273,14.300000190734863,14.5,7,7,7,7,7,7,36,33,32,32,31,30,,-999999,-999999,1.8271996395924361e-06,,,,,0.5016857385635376,0.49869999289512634,0.43470001220703125,0.45680001378059387,0.48579999804496765,0.5320000052452087,0.5404499769210815,0.5285999774932861,0.5419999957084656,0.3133000135421753,0.10599999874830246,0.19616000354290009,0.17292499542236328,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,15,0.023462636396288872,0.023462636396288872,0,-999999,22,92,92,84,72,118,152,161,154,123,116,94,89,112,-12,9,7,6,7,26,74,85,66,32,15,11,9,Ogilvie-MacKenzie alpine tundra,Nearctic,8090226530,336.7,336.8,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
N_100_31,2023-06-21 00:00:00,64.0812585416435,-126.468745923924,30,-8.100000381469727,10.5,20,144.6199951171875,18.700000762939453,-31.799999237060547,50.5,10.5,-17.799999237060547,10.5,-26,412,62,19,45,176,62,176,63,251,5.400000095367432,5.400000095367432,5.5,5.699999809265137,5.800000190734863,5.900000095367432,6,5,2.5999999046325684,2,2,1.7999999523162842,51,51,54,57,58,58,15,15,16,14,14,14,6.599999904632568,8.100000381469727,9.600000381469727,10.100000381469727,10,10.699999809265137,7,7,9,9,9,9,34,33,31,30,31,30,,-999999,-999999,2.216353323092335e-06,,,,,1.0116000175476074,0.9894999861717224,0.9190000295639038,1.0687999725341797,1.0815000534057617,1.097000002861023,1.069000005722046,1.014299988746643,1.0306999683380127,0.4846999943256378,0.10400000214576721,0.31779998540878296,0.26260000467300415,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,15,0.01548160333186388,0.01548160333186388,0,-999999,22,82,86,81,54,96,143,154,143,110,106,91,84,102,7,9,8,7,8,25,75,93,75,31,15,12,9,Ogilvie-MacKenzie alpine tundra,Nearctic,8090198080,243.1,243.1,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
N_100_28,2023-06-21 00:00:00,54.5730555851463,-71.4764240818396,30,-5,8.699999809265137,19,126.76000213623047,16.5,-29,45.5,9.699999809265137,-15.399999618530273,10.5,-22,731,102,30,41,293,105,274,108,251,4.800000190734863,4.900000095367432,5,5.400000095367432,5.599999904632568,5.699999809265137,7.199999809265137,5.400000095367432,4.800000190734863,4,3.799999952316284,3.5999999046325684,59,59,61,61,61,60,16,15,15,15,15,16,11.5,13.399999618530273,14.300000190734863,14.800000190734863,15.199999809265137,15.199999809265137,9,9,9,9,9,9,35,33,30,29,28,28,453,1.1104556322097778,286.163330078125,0,,,,,0.5608999729156494,0.45969998836517334,0.36320000886917114,0.3562999963760376,0.3749000132083893,0.3928000032901764,0.39559999108314514,0.38199999928474426,0.3889999985694885,0.29159998893737793,0.10440000146627426,0.20020000636577606,0.19439999759197235,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,15,0.013043174520134926,0.013043174520134926,3.5899999141693115,141,34,88,88,81,30,61,105,122,125,112,88,56,85,87,6,20,15,19,19,41,78,106,110,110,67,37,23,Eastern Canadian Shield taiga,Nearctic,7090166090,484.7,485,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
